X,Y,OBJECTID,FEATURE_LOCATION,FEAT_CENT_EAST,FEAT_CENT_NORTH,longitude,latitude
359979.74,173436.5,775,"Gloucester House Lobby #3, St Jude's",359979.74,173436.5,-2.57740900385862,51.4584799893152
359983.01,173428.02,776,"Gloucester House Lift, St Jude's",359983.01,173428.02,-2.57736098078567,51.4584039747797
359966.56,173421.26,777,"Gloucester House Lobby #1, St Jude's",359966.56,173421.26,-2.57759697272232,51.4583420247442
359957.93,173401.970000001,778,"Somerset House Laundry, St Jude's",359957.93,173401.97,-2.57771899617487,51.4581679681644
359169.17,173760.43,779,Junction Upper York Street and Backfields,359169.17,173760.43,-2.58911270838855,51.4613344171394
353433,178784,780,St Anthonys Park Travellers Site - Camera 1,353433,178784,-2.67234009913043,51.5060563026229
353433,178784,781,St Anthonys Park Travellers Site - Camera 2,353433,178784,-2.67234009913043,51.5060563026229
353433,178784,782,St Anthonys Park Travellers Site - Camera 3,353433,178784,-2.67234009913043,51.5060563026229
360879,170092,783,Wells Road/Ponsford Road,360879,170092,-2.56409502152206,51.4284719266047
360739,170660,784,Wells Road/Broadwalk,360739,170660,-2.56617221809327,51.4335692510106
358568.01,172956.039999999,785,Centre (Colston Street),358568.01,172956.04,-2.59767103309507,51.4540579619804
358561.74,172817.41,786,Centre (Denmark Street),358561.74,172817.41,-2.59774498431273,51.4528110259743
358349.18,171491.17,787,Cannon Street outside London Inn,358349.18,171491.17,-2.60064812178416,51.44087106803
359821,173401,788,"JCH Generator Room
",359821,173401,-2.57968964342607,51.4581494998882
359837,173417,789,"JCH Reception (Cam #1)
",359837,173417,-2.57946118163028,51.4582945023453
359837,173417,790,"JCH Smoking Cage Door (Cam #2)
",359837,173417,-2.57946118163028,51.4582945023453
359837,173417,791,"JCH CCTV Entry #1 (Cam #3)
",359837,173417,-2.57946118163028,51.4582945023453
359837,173417,792,"JCH CCTV Entry #2 (Cam #4)
",359837,173417,-2.57946118163028,51.4582945023453
359837,173417,793,"JCH Equipment Room #3 (Cam #5)
",359837,173417,-2.57946118163028,51.4582945023453
359837,173417,794,"JCH Equipment Room #2-1 (Cam #6)
",359837,173417,-2.57946118163028,51.4582945023453
359837,173417,795,"JCH Equipment Room #2-2 (Cam #7)
",359837,173417,-2.57946118163028,51.4582945023453
359837,173417,796,"JCH CCTV Housing Door (Cam #8)
",359837,173417,-2.57946118163028,51.4582945023453
359830,173413,797,"JCH Control Room Entrance External
",359830,173413,-2.57956147464621,51.4582580379289
359829.67,173454.82,798,"Great Ann Street Grass Area PTZ, St Jude's",359829.67,173454.82,-2.57957097489194,51.4586340333614
359789.23,173498.51,799,"Great George Street/Wade Street PTZ, St Jude's",359789.23,173498.51,-2.58015798473454,51.4590239819406
359793.17,173478.789999999,800,"Elton House Main Door Internal, St Jude's",359793.17,173478.79,-2.58009903115039,51.458846953367
359835.59,173439.529999999,801,"John Cozens House Lift, St Jude's",359835.59,173439.53,-2.57948403402416,51.4584969773407
359835.59,173439.529999999,802,John Cozens House Entrance Lobby,359835.59,173439.53,-2.57948403402416,51.4584969773407
358813.11,171814.710000001,803,Bedminster Parade/Regent Road,358813.11,171814.71,-2.59401105778781,51.4438140434507
358367.16,172807.880000001,804,Park Street (Lower) College Green,358367.16,172807.88,-2.6005439981813,51.4527109964186
359532.64,173568.060000001,805,Bond Street South,359532.64,173568.06,-2.58385899082109,51.4596309659697
359651.81,173660.49,806,opp 007,359651.81,173660.49,-2.58215435461946,51.4604705826525
359550.99,173577.609999999,807,next to 007,359550.99,173577.61,-2.58359597557925,51.4597181509294
358363.66,167605.189999999,808,Middleford House Front Door (External Static),358363.66,167605.19,-2.5999800036386,51.4059329488254
358363.66,167605.189999999,809,Middleford House Rear Lobby,358363.66,167605.19,-2.5999800036386,51.4059329488254
358363.66,167605.189999999,810,Middleford House Lift 02,358363.66,167605.19,-2.5999800036386,51.4059329488254
358363.66,167605.189999999,811,Middleford House Lift 01,358363.66,167605.19,-2.5999800036386,51.4059329488254
358363.66,167605.189999999,812,Middleford House Lift Lobby,358363.66,167605.19,-2.5999800036386,51.4059329488254
358363.66,167605.189999999,813,Middleford House Front Lobby,358363.66,167605.19,-2.5999800036386,51.4059329488254
358368.43,167609.939999999,814,Middleford House Front Door Panel,358368.43,167609.94,-2.59991198733301,51.4059760091291
358364.64,167606.41,815,Middleford House Laundry,358364.64,167606.41,-2.59996605833592,51.4059439904523
358363.87,167605.52,816,Hartcliffe Middleford House Ground Floor Stairwell,358363.87,167605.52,-2.59997702341841,51.4059359314334
359157.34,173060.470000001,817,Castle Park (South West),359157.34,173060.47,-2.58920197990314,51.4550399545274
361111.45,172894.74,818,"Barton House, Rear Left PTZ",361111.45,172894.74,-2.56106103043726,51.4536879689759
361117.7,172912.039999999,819,"Barton House, Lift #2",361117.7,172912.04,-2.56097298263747,51.4538439487559
361114.69,172918.300000001,820,"Barton House, Main Entrance Door Panel",361114.69,172918.3,-2.56101698890866,51.4539000273728
361089.15,172922.380000001,821,"Barton House, Cotton Mill Lane PTZ",361089.15,172922.38,-2.56138500011519,51.4539349545255
361112.45,172925.539999999,822,"Barton House, Front Upper PTZ",361112.45,172925.54,-2.56105002132379,51.4539649704403
361118.26,172912.369999999,823,"Barton House, Lift #1",361118.26,172912.37,-2.56096495955544,51.4538469544102
361118.26,172912.369999999,824,"Barton House, Secondary Stairwell (Internal)",361118.26,172912.37,-2.56096495955544,51.4538469544102
361118.26,172912.369999999,825,"Barton House, Laundry",361118.26,172912.37,-2.56096495955544,51.4538469544102
361118.26,172912.369999999,826,"Barton House, Rear Door (External)",361118.26,172912.37,-2.56096495955544,51.4538469544102
361118.26,172912.369999999,827,"Barton House, Stair Lobby #2",361118.26,172912.37,-2.56096495955544,51.4538469544102
361118.26,172912.369999999,828,"Barton House, Lift Lobby (Left)",361118.26,172912.37,-2.56096495955544,51.4538469544102
361118.26,172912.369999999,829,"Barton House, Stair Lobby #1",361118.26,172912.37,-2.56096495955544,51.4538469544102
361118.26,172912.369999999,830,"Barton House, Lift Lobby (Right)",361118.26,172912.37,-2.56096495955544,51.4538469544102
361593.61,177661.109999999,831,Lockleaze Footpath Camera 03,361593.61,177661.11,-2.5546419765285,51.4965759470498
361215.37,177305.42,832,Lockleaze Footpath Camera 01,361215.37,177305.42,-2.56005106574332,51.4933519711831
359482.07,172697.52,833,Temple Way,359482.07,172697.52,-2.58448703699191,51.4517999764544
357142.38,179135.560000001,834,On Col 24,357142.38,179135.56,-2.6189394070415,51.5095117248193
357006,179088,835,Crow Lane Column 19 ,357006,179088,-2.62089867157626,51.5090737291947
357108,179140,836,Crow Lane  Column 22,357108,179140,-2.61943532263235,51.5095490292007
354450,178286,837,Otterly Close ,354450,178286,-2.65762302123161,51.5016621633439
359580.87,174006.65,838,"Burnell Drive #2 PTZ, St Paul's",359580.87,174006.65,-2.58321507214168,51.463577955084
359564.59,173959.18,839,"Burnell Drive #1 PTZ, St Paul's",359564.59,173959.18,-2.58344396901288,51.4631499672636
359571.44,173956.789999999,840,"Begarswell Close Laundry, St Paul's",359571.44,173956.79,-2.58334509530113,51.4631289690671
360348.21,173999.93,841,"Rawnsley House, Lift #2",360348.21,173999.93,-2.57216899665923,51.4635720159085
360348.21,173999.93,842,"Rawnsley House, Laundry",360348.21,173999.93,-2.57216899665923,51.4635720159085
360348.21,173999.93,843,"Rawnsley House, Lift #1",360348.21,173999.93,-2.57216899665923,51.4635720159085
360285.56,174081.720000001,844,Highett Drive Upper Door Panel,360285.56,174081.72,-2.57307999518137,51.4643030064392
360348.21,173999.93,845,"Rawnsley House, Lift lobby",360348.21,173999.93,-2.57216899665923,51.4635720159085
360348.21,173999.93,846,"Rawnsley House, Main Entrance (Internal)",360348.21,173999.93,-2.57216899665923,51.4635720159085
360336.48,174001.689999999,847,"Rawnsley House, Main Entrance (External)",360336.48,174001.69,-2.57233803941528,51.4635870156008
360342.36,173998.859999999,848,"Rawnsley House, Main Entrance Door Panel",360342.36,173998.86,-2.5722530832151,51.4635619837805
360341.51,174022.890000001,849,"Rawnsley House, Left Front PTZ",360341.51,174022.89,-2.57226801588052,51.4637779852308
360304.16,174026.52,850,Highett Drive Lower PTZ,360304.16,174026.52,-2.57280605354623,51.4638079955101
360285.56,174081.720000001,851,Highett Drive Upper PTZ,360285.56,174081.72,-2.57307999518137,51.4643030064392
358787.78,173047.9,852,Small Street,358787.78,173047.9,-2.5945190212137,51.4549000256191
358916.73,172938.66,853,St Nicholas Street (End Near Bristol Bridge) - Street Lighting Column 002,358916.73,172938.66,-2.59265053733978,51.4539272234578
358889,172942,854,St Nicks Market - Covered Market St Nicholas Street entrance,358889,172942,-2.59304999097615,51.4539552322692
359513.33,173934.460000001,855,"Princes Street/Burnell Drive PTZ, St Paul's",359513.33,173934.46,-2.58417897422367,51.4629240219988
359562.72,173882.01,856,"Princes Street/Beggarswell Close PTZ, St Paul's",359562.72,173882.01,-2.58346203920044,51.4624559685799
359558.3,173893.5,857,"Beggarswell Close #2 PTZ, St Paul's",359558.3,173893.5,-2.58352697755333,51.4625589624816
357810.58,170699.68,858,Bedminster Down Road/West Street,357810.58,170699.68,-2.60830304430012,51.4337150078734
358326.82,171382.119999999,859,Diamond Street Car Park,358326.82,171382.12,-2.60095704130413,51.439888989872
357810.58,170699.68,860,Junction Bedminster Down Road and West Street,357810.58,170699.68,-2.60830304430012,51.4337150078734
357299.12,176588.210000001,861,,357299.12,176588.21,-2.61637255834998,51.486620588337
357351.08,174901.01,862,Westbury Road,357351.08,174901.01,-2.61542003789196,51.4714549998748
359747.77,173492.609999999,863,"Whitson House, Car Park PTZ, St Jude's",359747.77,173492.61,-2.5807540343258,51.4589679730457
359721.17,173459.119999999,864,"Ropewalk House Lift #1, St Jude's",359721.17,173459.12,-2.58113306147811,51.4586649515037
359725.01,173452.310000001,865,Ropewalk House/Great George Street PTZ) St Jude's,359725.01,173452.31,-2.58107701811119,51.4586039947361
359759.59,173450.029999999,866,"Elbridge House, Car Park PTZ, St Jude's",359759.59,173450.03,-2.5805790629723,51.4585859647679
359664.48,173363.369999999,867,"Tyndall House, New Street PTZ, St Jude's",359664.48,173363.37,-2.58193805373857,51.4577999729332
359690.18,173415.33,868,"Ropewalk House Great George Street Entrance, St Jude's",359690.18,173415.33,-2.58157409544965,51.4582690035272
359721.17,173459.119999999,869,"Ropewalk House Lift Lobby #1, St Jude's",359721.17,173459.12,-2.58113306147811,51.4586649515037
359742.54,173472.52,870,"Whitson House Stairwell, St Jude's",359742.54,173472.52,-2.5808270172381,51.458786962876
359775.08,173466.48,871,"Elton House Side Door Internal, St Jude's",359775.08,173466.48,-2.58035799331533,51.4587349786675
359745.18,173437.25,872,"Elbridge House Laundry, St Jude's",359745.18,173437.25,-2.58078500500965,51.4584700259017
359684.63,173363.880000001,873,"Tyndall House Stairwell Internal, St Jude's",359684.63,173363.88,-2.58164810673178,51.4578060004771
359772.11,169320.34,874,On refuge across from p004,359772.11,169320.34,-2.57992728767848,51.4214563363054
359687.54,169284.15,875,On Refuge Island across from P002,359687.54,169284.15,-2.58113932772467,51.4211249410914
358027.17,173179.48,876,Queens Road (By Browns),358027.17,173179.48,-2.60548101138536,51.4560269745083
357808.28,173344.460000001,877,Queens Road (Upper),357808.28,173344.46,-2.60865105148826,51.4574940263508
359366.93,173975.67,878,Argyll Court,359366.93,173975.67,-2.5862910273454,51.4632840189826
359357.54,173905.119999999,879,Brigstocke Rd/ Argyle Rd,359357.54,173905.12,-2.58641805726181,51.4626489997496
358450.04,173128.51,880,Park Row/Lodge Street,358450.04,173128.51,-2.59938906887876,51.4556000189751
359543.44,173292.51,881,"St Matthias House, Rear Car Park PTZ, St Jude's",359543.44,173292.51,-2.583671989064,51.4571541673283
359573.58,173282.689999999,882,"St Matthias House, Small Car Park PTZ, St Jude's",359573.58,173282.69,-2.5832370882887,51.4570680350948
358717.89,172570.779999999,883,Queen Square,358717.89,172570.78,-2.59546903445273,51.4506049420189
357822,172736,884,Jacobs Wells (Upper),357822,172736,-2.60838073272101,51.4520241659232
358156.36,172726.98,885,"College Street Car Park, Front Elevation Central External",358156.36,172726.98,-2.60356798943151,51.4519679834967
358168.8,172744.560000001,886,"College Street Car Park, Middle/Left External",358168.8,172744.56,-2.60339105517426,51.452126975268
358218.09,172789.529999999,887,"College Street Car Park, College Street/St George's Road",358218.09,172789.53,-2.602687064605,51.4525349733794
358153.16,172726.23,888,"College Street Car Park, Vehicle Entry/Exit External",358153.16,172726.23,-2.60361395058167,51.4519610024039
358153.06,172723.560000001,889,"CAMERA 12 - College Street Car Park,",358153.06,172723.56,-2.60361507273881,51.451936988
358145.67,172711.83,890,"CAMERA 9 - College Street Car Park, Lower POF Internal (looking at pay machine in far right of car park)",358145.67,172711.83,-2.60372002723844,51.4518309704509
358146.85,172702.810000001,891,"CAMERA 23 - College Street Car Park, ",358146.85,172702.81,-2.60370197552068,51.4517499558354
358143.58,172702.390000001,892,"CAMERA 8 - College Street Car Park, EXTERNAL",358143.58,172702.39,-2.60374898292979,51.4517459366472
358149.15,172703.789999999,893,"CAMERA 22 - College Street Car Park, EXTERNAL",358149.15,172703.79,-2.60366899346293,51.4517589381582
358149.05,172716.92,894,"College Street car Park, Left Corner Internal",358149.05,172716.92,-2.60367199111285,51.4518769875314
358168.38,172743.789999999,895,College Street Car Park,358168.38,172743.79,-2.60339700792387,51.4521200207372
358148.36,172726.380000001,896,"College Street Car Park,",358148.36,172726.38,-2.60368304363015,51.4519619947382
358148.36,172726.380000001,897,"College Street Car Park,",358148.36,172726.38,-2.60368304363015,51.4519619947382
358221.55,172770.15,898,"College Street Car Park, ",358221.55,172770.15,-2.60263497592412,51.4523609769255
358181.48,172781.83,899,College Street ,358181.48,172781.83,-2.60321300119473,51.4524630248115
358216.53,172743.050000001,900,College Street car Park ,358216.53,172743.05,-2.60270400647507,51.4521169384485
358217.19,172789.869999999,901,"College Street Car Park, Front Right External",358217.19,172789.87,-2.60270005668224,51.4525379637335
358147.09,172724.279999999,902,"CAMERA 19 - College Street Car Park, Central Right/Front Internal (in middle of second corridor looking to far corner)",358147.09,172724.28,-2.6037010704943,51.4519430185471
358198.66,172792.140000001,903,"College Street Car Park, Front Elevation Right External",358198.66,172792.14,-2.60296698872383,51.4525570002637
358217.33,172789.539999999,904,"College Street Car Park, Adjacent to College Street POF External",358217.33,172789.54,-2.60269800285483,51.4525350069565
358195.36,172754.800000001,905,"College Street car Park, Central Opposite Vehicle Entry/Exit External",358195.36,172754.8,-2.60301005137936,51.452221017454
358168.74,172745.119999999,906,"College Street Car Park, Middle/Left/Front External",358168.74,172745.12,-2.60339198506005,51.452132005987
358908,171934,907,Bedminster Parade/ Bedminster Bridge (Ropewalk Pub),358908,171934,-2.59265960071346,51.444893509768
359686.73,172294.970000001,908,Att to Column 3,359686.73,172294.97,-2.58149607516958,51.4481952468023
359641.08,173408.82,909,"Ropewalk House/River Street PTZ, St Jude's",359641.08,173408.82,-2.58228002257255,51.4582069553623
359649.82,173407.310000001,910,"Ropewalk House, Gardens PTZ, St Jude's",359649.82,173407.31,-2.58215406020937,51.4581940042711
359672.61,173433.82,911,"Ropewalk House, Garages PTZ, St Jude's",359672.61,173433.82,-2.58182908033972,51.458433996883
358647,172690,912,Prince Street North (By Corner of Queen Square) - Street lighting Column T020,358647,172690,-2.59650310523911,51.4516716971046
358613,172453.6,913,Prince St (South) / The Grove - Street Lighting Column 009,358613,172453.6,-2.59696472044888,51.4495436746751
359576.79,172850.640000001,914,Att to Column 3,359576.79,172850.64,-2.58314149114118,51.4531835407351
359518,172857,915,Junction of Temple Way and Avon Street ,359518,172857,-2.58398825270961,51.453236504969
359751.33,173309.85,916,Langton House/New Street PTZ) St Jude's,359751.33,173309.85,-2.58068198883649,51.4573249647319
359721.7,173332.779999999,917,"Langton House Rear Area  PTZ, St Jude's",359721.7,173332.78,-2.58111104061179,51.4575290197322
359712.4,173360.539999999,918,"Tyndall House Lift, St Jude's",359712.4,173360.54,-2.58124805145746,51.4577779553594
359706.14,173350.58,919,"Tyndall House Laundry Walkway, St Jude's",359706.14,173350.58,-2.58133701222054,51.4576879537226
359614.64,173340.630000001,920,"New Street/St Matthias PTZ, St Jude's",359614.64,173340.63,-2.58265276884051,51.4575919394563
358297.51,173093.060000001,921,Park Row/Woodland Road,358297.51,173093.06,-2.60158003729836,51.4552700079185
356804.81,172215.800000001,922,B-Bond #2,356804.81,172215.8,-2.6229550725716,51.4472699759126
356822.45,172238.9,923,B-Bond #1,356822.45,172238.9,-2.62270407512252,51.4474790204664
359596.74,173434.199999999,924,"River Street Phoenix PH PTZ, St Jude's",359596.74,173434.2,-2.58292108461743,51.4584319790838
358918.54,172728.970000001,925,Welsh Back/King Street,358918.54,172728.97,-2.59260009406637,51.4520419526178
360989.63,173056.050000001,926,"Ashmead House, Rear Upper PTZ",360989.63,173056.05,-2.56283198469588,51.4551299663556
361003.61,173067.960000001,927,"Ashmead House, Front Upper PTZ",361003.61,173067.96,-2.5626320957459,51.4552380174968
361009.12,173042.560000001,928,"Ashmead House, Lift #2",361009.12,173042.56,-2.56254999844678,51.4550100178258
361009.12,173042.560000001,929,"Ashmead House, Lift #1",361009.12,173042.56,-2.56254999844678,51.4550100178258
360991.65,173057.039999999,930,"Ashmead House, Upper Back Door (External)",360991.65,173057.04,-2.56280302185189,51.4551390071454
361009.12,173042.560000001,931,"Ashmead House, Upper Back Door Entrance Lobby #2",361009.12,173042.56,-2.56254999844678,51.4550100178258
361009.12,173042.560000001,932,"Ashmead House, Upper Back Door Entrance Lobby #1",361009.12,173042.56,-2.56254999844678,51.4550100178258
361009.12,173042.560000001,933,"Ashmead House, Back Door (Stairwell)",361009.12,173042.56,-2.56254999844678,51.4550100178258
361009.12,173042.560000001,934,"Ashmead House, Corridor, Right (Internal)",361009.12,173042.56,-2.56254999844678,51.4550100178258
361009.12,173042.560000001,935,"Ashmead House, Laundry #2",361009.12,173042.56,-2.56254999844678,51.4550100178258
361009.12,173042.560000001,936,"Ashmead House, Laundry #1",361009.12,173042.56,-2.56254999844678,51.4550100178258
361009.12,173042.560000001,937,"Ashmead House, Main Entrance Lobby (Internal)",361009.12,173042.56,-2.56254999844678,51.4550100178258
361009.12,173042.560000001,938,"Ashmead House, Lift lobby, Right (Internal)",361009.12,173042.56,-2.56254999844678,51.4550100178258
361009.12,173042.560000001,939,"Ashmead House, Lift lobby, Left (Internal)",361009.12,173042.56,-2.56254999844678,51.4550100178258
361009.12,173042.560000001,940,"Ashmead House, Corridor, Left (Internal)",361009.12,173042.56,-2.56254999844678,51.4550100178258
361009.12,173042.560000001,941,"Ashmead House, Corridor, Lower (Internal)",361009.12,173042.56,-2.56254999844678,51.4550100178258
360039.14,173507.210000001,942,"Trinity Road/Stapleton Road PTZ, St Jude's",360039.14,173507.21,-2.57656208046315,51.4591199833104
362057.74,170424.42,943,Callington Road/West Town Lane,362057.74,170424.42,-2.54717705848548,51.4315409581243
357668.18,170620.890000001,944,Bedminster Down Road/Winterstoke Road,357668.18,170620.89,-2.61034196356122,51.4329959321698
356880,171197,945,Winterstoke Road - Barons Close,356880,171197,-2.62174912414548,51.4381157448219
359737.41,174253.869999999,946,Ashley Road/Grosvenor Road,359737.41,174253.87,-2.58099000379956,51.4658119983437
359288.99,174157.800000001,947,Ashley Road/Drummond Road,359288.99,174157.8,-2.58743395421577,51.4649159919906
362806.55,175513.859999999,948,Fishponds Road/Lodge Causeway,362806.55,175513.86,-2.53694296543503,51.4773509673848
363331.5,175815.449999999,949,Fishponds Road/New Station Road,363331.5,175815.45,-2.52941595656978,51.4800969687134
363069,175684.779999999,950,Fishponds Road/Hockey's Lane,363069,175684.78,-2.53318205154443,51.4789049719009
363715.07,175991.310000001,951,Fishponds Road/Cross Hands,363715.07,175991.31,-2.5239109290438,51.481702952366
363434.15,175954.1,952,Fishponds Road/Manor Road,363434.15,175954.1,-2.52795226249153,51.4813502563688
358821.37,168508,953,Harcliffe Way Roundabout (Whitchurch Lane),358821.37,168508,-2.59350512098952,51.4140839691321
358718.04,168620.84,954,Harcliffe Way Roundabout (Hartcliffe Way),358718.04,168620.84,-2.5950041390821,51.4150910060001
358667.45,168522.82,955,Harcliffe Way Roundabout (Hengrove Way (West)),358667.45,168522.82,-2.59572009905552,51.414205974786
358831.37,168591.33,956,Harcliffe Way Roundabout (Hengrove Way (East)),358831.37,168591.33,-2.59337105910222,51.4148339457552
359463.58,169162.25,957,Hengrove Way (Airport Road),359463.58,169162.25,-2.58434596284839,51.4200129560044
357900,168501,958,Cater Road - Camera 12 - WEC pole - Hengrove way roundabout ,357900,168501,-2.60675300147171,51.4139530310817
357900,168501,959,Cater Road - Camera 13 - WEC pole - Hengrove way roundabout ,357900,168501,-2.60675300147171,51.4139530310817
357900,168501,960,Cater Road - Camera 14 - WEC pole - Hengrove way roundabout ,357900,168501,-2.60675300147171,51.4139530310817
357900.12,168501.130000001,961,Cater Road - Camera 15 - WEC pole - Hengrove way roundabout ,357900.12,168501.13,-2.60675129151045,51.4139542089213
359949.95,173448.189999999,962,"Lawfords Gate Car Park PTZ, St Jude's",359949.95,173448.19,-2.57783908177836,51.4585829819047
359960.46,173450.439999999,963,"Wessex House Lobby #3, St Jude's",359960.46,173450.44,-2.57768807040167,51.4586039593397
359968.71,173456.16,964,"Wessex House Lobby #2, St Jude's",359968.71,173456.16,-2.57756997890387,51.458655976066
359977.84,173460.09,965,"Wessex House Lobby #1, St Jude's",359977.84,173460.09,-2.57743901905612,51.45869196063
359937.35,173427.380000001,966,"Somerset House Lobby #1, St Jude's",359937.35,173427.38,-2.57801807108539,51.4583949759713
356376,177343,967,Parks depot building,356376,177343,-2.62976027287809,51.4933362187633
356338,177352,968,Parks depot building,356338,177352,-2.63030872754798,51.4934141968744
356349,177366,969,Parks depot building,356349,177366,-2.6301520185732,51.4935409209349
359587.39,173961.67,970,"St Paul's Gardens, Play area #1 PTZ, St Paul's",359587.39,173961.67,-2.58311606815059,51.4631739903819
359047,173560,971,Bear Pit (Central),359047,173560,-2.59084788501708,51.4595234084577
359023.35,173523.550000001,972,St James Barton (The Bear Pit),359023.35,173523.55,-2.59118404119734,51.4591939532761
359057.2,173550.42,973,Bear Pit Central,359057.2,173550.42,-2.59069996340854,51.4594380122794
359047,173560,974,Bear Pit (Central - Right),359047,173560,-2.59084788501708,51.4595234084577
359047,173560,975,Bear Pit (Central - Left) ,359047,173560,-2.59084788501708,51.4595234084577
357824,174097,976,Cotham Hill/ Hampton Lane - Street Lighting Column 003,357824,174097,-2.60851500787648,51.4642615598025
356013.44,170289.35,977,Brookgate,356013.44,170289.35,-2.63410200668299,51.4298879968052
358857.05,174784.68,978,Cheltenham Road/Zetland Road,358857.05,174784.68,-2.59372496026962,51.4705210223697
361014.34,173353.26,979,Church Road/Russell Town Avenue,361014.34,173353.26,-2.56250908389927,51.4578039822363
362324.81,173626.33,980,Church Road/Clouds Hill Road (Fountain),362324.81,173626.33,-2.54367693785293,51.460347955849
361652.68,173533.369999999,981,Church Road/Barnes Street,361652.68,173533.37,-2.55334106769852,51.459467033057
361451.16,173481.279999999,982,Church Road/Milton Park,361451.16,173481.28,-2.55623593343905,51.4589849874764
361276.78,173427.77,983,Church Road/Morse Road,361276.78,173427.77,-2.55873996817997,51.4584919541549
361042.3,173029.289999999,984,"Ashmead House, Vehicle Gates (Static) ",361042.3,173029.29,-2.56207101191246,51.4548929902746
361042.3,173029.289999999,985,"Ashmead House, Vehicle Gates PTZ",361042.3,173029.29,-2.56207101191246,51.4548929902746
361016.14,173043.279999999,986,"Ashmead House, Main Entrance Door Panel",361016.14,173043.28,-2.56244904589219,51.4550169756786
361014.09,173047.300000001,987,"Ashmead House, Main Entrance (External)",361014.09,173047.3,-2.56247899210899,51.4550529794511
358867,172935,988,St Nicks Market - Exchange Avenue Market chambers Ops store,358867,172935,-2.59336577945344,51.4538906871439
358848,172965,989,St Nicks Market - Exchange Avenue Tardis Ops store,358848,172965,-2.59364270671421,51.4541590413109
358846,172968,990,St Nicks Market - Exchange Avenue Tardis bin store,358846,172968,-2.59367183875228,51.4541858693884
358863,172934,991,St Nicks Market - Exchange Avenue Market Chambers basement traders store,358863,172934,-2.59342322721289,51.4538814037693
358862,172974,992,St Nicks Market - Exchange Hall cafe ,358862,172974,-2.59344227916797,51.4542409859564
358857,172966,993,St Nicks Market - South Arcade Exchange hall entrance,358857,172966,-2.59351330280423,51.4541686898778
358875,172963,994,St Nicks Market - Covered Market Glass Arcade Entrance,358875,172963,-2.59325391238787,51.4541430296844
358865,172953,995,St Nicks Market - Covered Market Exchange Avenue entrance - stalls 51-65,358865,172953,-2.59339665881439,51.4540523859884
358872,172942,996,St Nicks Market - Covered Market Exchange Avenue entrance - Stalls 81-94,358872,172942,-2.59329463953831,51.4539539917574
358870,172946,997,St Nicks Market - Covered Market Exchange Avenue entrance - stalls 66-80,358870,172946,-2.59332388770865,51.4539898113009
358862,172988,998,"St Nicks Market - Market Hall South PanoVu - 4188, 4189, 4190, 4192",358862,172988,-2.59344391050344,51.4543668652678
358862,172988,999,"St Nicks Market - Market Hall West PanoVu - 4188, 4189, 4190, 4192",358862,172988,-2.59344391050344,51.4543668652678
358862,172988,1000,"St Nicks Market - Market Hall North PanoVu - 4188, 4189, 4190, 4192",358862,172988,-2.59344391050344,51.4543668652678
358862,172988,1001,"St Nicks Market - Market Hall East PanoVu - 4188, 4189, 4190, 4192",358862,172988,-2.59344391050344,51.4543668652678
358860,172960,1002,"St Nicks Market - Exchange Avenue J/W Glass Arcade North - 4196, 4197, 4198, 4199",358860,172960,-2.59346943013727,51.4541149606308
358860,172960,1003,"St Nicks Market - Exchange Avenue J/W Glass Arcade North - 4196, 4197, 4198, 4199",358860,172960,-2.59346943013727,51.4541149606308
358860,172960,1004,"St Nicks Market - Exchange Avenue J/W Glass Arcade North - 4196, 4197, 4198, 4199",358860,172960,-2.59346943013727,51.4541149606308
358860,172960,1005,"St Nicks Market - Exchange Avenue J/W Glass Arcade North - 4196, 4197, 4198, 4199",358860,172960,-2.59346943013727,51.4541149606308
358665,171933,1006,SS4 Lucky Lane (Deployable camera),358665,171933,-2.59615582803413,51.4448667562255
358145,172573,1007,Canons Way,358145,172573,-2.60371318810968,51.4505826475227
359465.41,171905.130000001,1008,Att to column 3,359465.41,171905.13,-2.58463613517147,51.4446742880353
359813.4,174330.800000001,1009,Ashley Road/ Sussex Place (Can View J3 M32 From Here) - Street Lighting Column 001,359813.4,174330.8,-2.5799048861802,51.466509122364
359841.09,174487.15,1010,"DEPLOYABLE CAMERA - Fly tipping - Sussex Place opposite Albany road, mounted to lighting column 6. ",359841.09,174487.15,-2.57952409936581,51.4679168681919
358151.63,173079.25,1011,Park Street (Top),358151.63,173079.25,-2.60367787499643,51.4551350242739
359669.27,174062.449999999,1012,"Ludlow Close #3 PTZ, St Paul's",359669.27,174062.45,-2.58194899711431,51.4640860029925
359733.74,173379.279999999,1013,"Charlton House, Great Ann Street PTZ, St Jude's",359733.74,173379.28,-2.58094305373012,51.4579479789029
359708.74,173398.609999999,1014,"Tyndall House, Great George Street PTZ, St Jude's",359708.74,173398.61,-2.58130506572619,51.4581199951465
359715.3,173367.189999999,1015,"Tyndall House, Car Park PTZ, St Jude's",359715.3,173367.19,-2.58120707144887,51.4578379552964
359710.51,173393.15,1016,"Little Tyndall House Lobby, St Jude's",359710.51,173393.15,-2.58127896894416,51.4580710288173
359725.99,173374.890000001,1017,"Tyndall House Walkway, St Jude's",359725.99,173374.89,-2.58105409452175,51.4579079529554
359730.19,173378.310000001,1018,"Tyndall House Laundry, St Jude's",359730.19,173378.31,-2.58099403615537,51.4579390035959
